lat,long,elev,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
404420347,-797608974,3285,
